epoch,train_loss,train_acc,eval_eer,eval_eer_threshold,lr,epoch_seconds,timestamp
1,10.988804888080907,0.01097972972972973,0.22865,0.6633266533066131,9.619397662556435e-05,929.63,2026-09-06T12:14:35
2,6.138357990496868,0.1579391891891892,0.20400000000000001,0.5831663326653305,8.535533905932738e-05,938.37,2026-09-06T12:35:43
3,2.9515957904828563,0.4375,0.11044999999999999,0.3987975951903806,6.91341716182545e-05,988.72,2026-09-06T12:57:31
4,1.403358426448461,0.6866554054054054,0.09425,0.3466933867735469,5e-05,937.76,2026-09-06T13:18:27
5,0.7457021966173842,0.8192567567567568,0.09225,0.3306613226452906,3.086582838174551e-05,931.57,2026-09-06T13:39:12
6,0.505900974687491,0.8640202702702703,0.08085,0.3186372745490982,1.4644660940672627e-05,922.71,2026-09-06T13:59:53
7,0.352314321374571,0.918918918918919,0.08255000000000001,0.3106212424849699,3.8060233744356633e-06,934.55,2026-09-06T14:20:44
8,0.277399027241847,0.9214527027027027,0.07925,0.3186372745490982,0.0,932.29,2026-09-06T14:41:34
