epoch,train_loss,train_acc,eval_eer,eval_eer_threshold,lr,epoch_seconds,timestamp
1,11.087271525942047,0.00646551724137931,0.26180000000000003,0.503006012024048,9.619397662556435e-05,458.12,2026-09-06T03:47:08
2,6.286578753898883,0.15876436781609196,0.18985,0.34268537074148275,8.535533905932738e-05,462.58,2026-09-06T04:01:09
3,3.357324949626265,0.41235632183908044,0.14650000000000002,0.3226452905811623,6.91341716182545e-05,454.83,2026-09-06T04:15:27
4,1.861671701930035,0.6091954022988506,0.14035,0.2745490981963927,5e-05,419.31,2026-09-06T04:27:49
5,1.322963762899925,0.6875,0.14095000000000002,0.24248496993987967,3.086582838174551e-05,389.48,2026-09-06T04:39:34
6,0.8665201689662605,0.7780172413793104,0.13915,0.2344689378757514,1.4644660940672627e-05,387.46,2026-09-06T04:51:17
7,0.6493811505878794,0.8290229885057471,0.1442,0.23046092184368727,3.8060233744356633e-06,387.86,2026-09-06T05:03:02
8,0.5701465155800869,0.8448275862068966,0.1386,0.2344689378757514,0.0,389.72,2026-09-06T05:14:56
