epoch,train_loss,train_acc,eval_eer,eval_eer_threshold,lr,epoch_seconds,timestamp
1,10.876658411586986,0.008823529411764706,0.2299,0.5711422845691381,9.619397662556435e-05,1055.51,2026-09-05T21:37:38
2,5.447281296112958,0.22426470588235295,0.17880000000000001,0.3947895791583165,8.535533905932738e-05,1058.74,2026-09-05T22:01:55
3,2.243049276576323,0.5477941176470589,0.13435000000000002,0.29058116232464926,6.91341716182545e-05,1060.36,2026-09-05T22:26:09
4,0.9791552655837115,0.7566176470588235,0.1257,0.30260521042084165,5e-05,1061.39,2026-09-05T22:50:36
5,0.5062774626647725,0.8698529411764706,0.12079999999999999,0.282565130260521,3.086582838174551e-05,1058.61,2026-09-05T23:14:52
6,0.27744519239401116,0.9286764705882353,0.1213,0.2865731462925851,1.4644660940672627e-05,1060.35,2026-09-05T23:39:07
7,0.21099297974039527,0.9397058823529412,0.11495,0.2745490981963927,3.8060233744356633e-06,1059.53,2026-09-06T00:03:23
8,0.17588251548654893,0.9551470588235295,0.1153,0.2705410821643286,0.0,1074.53,2026-09-06T00:27:56
