epoch,train_loss,train_acc,eval_eer,eval_eer_threshold,lr,epoch_seconds,timestamp
1,11.15863697017942,0.010788690476190476,,,9.619397662556435e-05,2153.04,2026-09-06T07:37:20
2,5.564785311619441,0.21688988095238096,,,8.535533905932738e-05,2131.39,2026-09-06T08:12:52
3,2.705903828498863,0.4877232142857143,,,6.91341716182545e-05,2109.45,2026-09-06T08:48:01
4,1.3726358725024121,0.7023809523809523,,,5e-05,2078.4,2026-09-06T09:22:40
5,0.7578404866425055,0.8165922619047619,,,3.086582838174551e-05,2081.38,2026-09-06T09:57:21
6,0.47263049944082186,0.8790922619047619,,,1.4644660940672627e-05,2094.38,2026-09-06T10:32:16
7,0.3603119620432456,0.9047619047619048,,,3.8060233744356633e-06,2090.61,2026-09-06T11:07:06
8,0.25748597977993387,0.9348958333333334,,,0.0,2087.04,2026-09-06T11:41:53
