epoch,train_loss,train_acc,eval_eer,eval_eer_threshold,lr,epoch_seconds,timestamp
1,11.636145169394357,0.004464285714285714,,,9.619397662556435e-05,1759.62,2026-09-06T21:02:42
2,6.597672181470053,0.14151785714285714,,,8.535533905932738e-05,1776.05,2026-09-06T21:32:18
3,3.39905743769237,0.4004464285714286,,,6.91341716182545e-05,1753.87,2026-09-06T22:01:32
4,1.8519145937902586,0.6116071428571429,,,5e-05,1754.8,2026-09-06T22:30:47
5,1.106765286943742,0.7415178571428571,,,3.086582838174551e-05,1768.54,2026-09-06T23:00:16
6,0.7120738769216197,0.81875,,,1.4644660940672627e-05,1765.02,2026-09-06T23:29:41
7,0.5327429696917534,0.85625,,,3.8060233744356633e-06,1774.86,2026-09-06T23:59:16
8,0.41470359569149357,0.8839285714285714,,,0.0,1756.17,2026-09-07T00:28:32
