epoch,train_loss,train_acc,eval_eer,eval_eer_threshold,lr,epoch_seconds,timestamp
1,11.608888136713128,0.0024671052631578946,0.2659,0.5711422845691381,9.619397662556435e-05,362.12,2026-09-06T19:10:53
2,7.227522153603403,0.10444078947368421,0.22145,0.4829659318637274,8.535533905932738e-05,361.45,2026-09-06T19:22:37
3,4.254233441854778,0.31167763157894735,0.1762,0.3827655310621241,6.91341716182545e-05,451.3,2026-09-06T19:35:14
4,2.6907212593053518,0.4769736842105263,0.1587,0.30260521042084165,5e-05,407.4,2026-09-06T19:46:47
5,1.8673616286955381,0.5970394736842105,0.1531,0.2745490981963927,3.086582838174551e-05,418.27,2026-09-06T19:58:22
6,1.3818019228546243,0.6751644736842105,0.14679999999999999,0.2705410821643286,1.4644660940672627e-05,347.05,2026-09-06T20:08:20
7,1.0808995040623766,0.7220394736842105,0.14625,0.26653306613226446,3.8060233744356633e-06,343.29,2026-09-06T20:18:17
8,1.0026907665949119,0.7425986842105263,0.14539999999999997,0.25450901803607207,0.0,344.36,2026-09-06T20:28:12
