epoch,train_loss,train_acc,eval_eer,eval_eer_threshold,lr,epoch_seconds,timestamp
1,13.506703572395521,0.0,,,9.890738003669029e-05,812.51,2026-09-03T18:30:16
2,9.388809142968594,0.04433760683760684,,,9.567727288213005e-05,846.93,2026-09-03T18:44:23
3,5.186804074507493,0.23370726495726496,,,9.045084971874738e-05,892.31,2026-09-03T18:59:15
4,2.5551854448440747,0.5251068376068376,,,8.345653031794292e-05,848.64,2026-09-03T19:13:24
5,1.2481166242789,0.7361111111111112,,,7.500000000000001e-05,814.8,2026-09-03T19:26:59
6,0.6348417554146204,0.8557692307692307,,,6.545084971874738e-05,811.98,2026-09-03T19:40:31
7,0.33667029153842193,0.9217414529914529,,,5.522642316338269e-05,863.35,2026-09-03T19:54:56
8,0.19383988892420745,0.9545940170940171,,,4.4773576836617344e-05,860.03,2026-09-03T20:09:16
9,0.11346095986664295,0.9778311965811965,,,3.454915028125264e-05,858.82,2026-09-03T20:23:35
10,0.08393333546626262,0.9845085470085471,,,2.5000000000000018e-05,872.36,2026-09-03T20:38:07
11,0.058522960720345,0.9898504273504274,,,1.654346968205711e-05,824.42,2026-09-03T20:51:52
12,0.04352007173479368,0.9930555555555556,,,9.549150281252635e-06,836.13,2026-09-03T21:05:48
13,0.035459974016516634,0.9954594017094017,,,4.322727117869952e-06,809.8,2026-09-03T21:19:18
14,0.03557653319186125,0.9949252136752137,,,1.092619963309716e-06,820.82,2026-09-03T21:32:58
15,0.029755433555692434,0.9965277777777778,,,0.0,843.54,2026-09-03T21:47:02
