epoch,train_loss,train_acc,eval_eer,eval_eer_threshold,lr,epoch_seconds,timestamp
1,11.155272310430353,0.007575757575757576,0.2656,0.5631262525050098,9.890738003669029e-05,1228.35,2026-09-09T07:14:09
2,5.6004096823509295,0.2196969696969697,0.1822,0.37875751503005994,9.567727288213005e-05,1238.77,2026-09-09T07:42:46
3,2.7064036865427035,0.5107323232323232,0.1457,0.3386773547094186,9.045084971874738e-05,1238.26,2026-09-09T08:11:09
4,1.3632762314695301,0.7051767676767676,0.1221,0.2985971943887775,8.345653031794292e-05,1233.8,2026-09-09T08:39:20
5,0.7666344416111407,0.8162878787878788,0.11174999999999999,0.3226452905811623,7.500000000000001e-05,1228.16,2026-09-09T09:07:27
6,0.4666811524222445,0.8768939393939394,0.11565,0.3066132264529058,6.545084971874738e-05,1227.72,2026-09-09T09:35:29
7,0.2669010787186297,0.9292929292929293,0.11445,0.2945891783567134,5.522642316338269e-05,1229.67,2026-09-09T10:03:36
8,0.16108709284941655,0.9551767676767676,0.1082,0.282565130260521,4.4773576836617344e-05,1231.01,2026-09-09T10:31:56
9,0.09955624578699394,0.9734848484848485,0.10314999999999999,0.2945891783567134,3.454915028125264e-05,1227.71,2026-09-09T10:59:58
10,0.0733569959405518,0.9785353535353535,0.10114999999999999,0.29058116232464926,2.5000000000000018e-05,1236.67,2026-09-09T11:28:13
11,0.047835487909991335,0.9867424242424242,0.10035,0.282565130260521,1.654346968205711e-05,1231.25,2026-09-09T11:56:18
12,0.029392097586286112,0.9943181818181818,0.0964,0.2865731462925851,9.549150281252635e-06,1238.15,2026-09-09T12:24:38
13,0.039395608178415156,0.9917929292929293,0.09555,0.282565130260521,4.322727117869952e-06,1233.22,2026-09-09T12:52:48
14,0.03055943903216923,0.9955808080808081,0.0969,0.282565130260521,1.092619963309716e-06,1236.15,2026-09-09T13:20:56
15,0.023271760893891557,0.9962121212121212,0.0933,0.29058116232464926,0.0,1233.9,2026-09-09T13:48:59
