epoch,train_loss,train_acc,eval_eer,eval_eer_threshold,lr,epoch_seconds,timestamp
1,13.455131582311681,0.0,0.28285000000000005,0.691382765531062,9.890738003669029e-05,301.74,2026-09-04T15:56:32
2,11.26237170760696,0.0,0.22895,0.5751503006012022,9.567727288213005e-05,230.7,2026-09-04T16:03:23
3,8.897462896398595,0.010135135135135136,0.228,0.6352705410821642,9.045084971874738e-05,231.05,2026-09-04T16:10:14
4,6.409327532794024,0.08502252252252253,0.1724,0.37875751503005994,8.345653031794292e-05,228.64,2026-09-04T16:17:00
5,4.564761490435214,0.23367117117117117,0.17454999999999998,0.410821643286573,7.500000000000001e-05,232.31,2026-09-04T16:23:53
6,3.3191059280086206,0.356981981981982,0.15960000000000002,0.2945891783567134,6.545084971874738e-05,229.01,2026-09-04T16:30:41
7,2.441204863625604,0.49099099099099097,0.13915,0.282565130260521,5.522642316338269e-05,232.2,2026-09-04T16:37:31
8,1.9377797519838489,0.5816441441441441,0.14825,0.3106212424849699,4.4773576836617344e-05,229.11,2026-09-04T16:44:18
9,1.6382479989850842,0.6356981981981982,0.14005,0.25050100200400793,3.454915028125264e-05,230.58,2026-09-04T16:51:05
10,1.323587786506962,0.6914414414414415,0.1324,0.2344689378757514,2.5000000000000018e-05,229.29,2026-09-04T16:57:51
11,1.2063972176732243,0.714527027027027,0.1321,0.2344689378757514,1.654346968205711e-05,229.86,2026-09-04T17:04:39
12,1.137354897486197,0.7274774774774775,0.1303,0.23046092184368727,9.549150281252635e-06,229.48,2026-09-04T17:11:26
13,1.0054907694056228,0.7668918918918919,0.1282,0.222444889779559,4.322727117869952e-06,228.53,2026-09-04T17:18:12
14,1.0047593680587974,0.7511261261261262,0.12805,0.22645290581162314,1.092619963309716e-06,229.95,2026-09-04T17:25:00
15,0.9764674813360781,0.7601351351351351,0.12815,0.22645290581162314,0.0,229.03,2026-09-04T17:31:47
