epoch,train_loss,train_acc,eval_eer,eval_eer_threshold,lr,epoch_seconds,timestamp
1,11.711854085817443,0.008012820512820512,0.08132314306185813,0.4869739478957915,9.938441702975689e-05,3630.56,2026-09-10T01:36:51
2,5.9796861711439195,0.17994505494505494,0.05618581323143062,0.36673346693386755,9.755282581475769e-05,3377.28,2026-09-10T02:36:11
3,2.919878350072728,0.4567307692307692,0.04293049916407929,0.3827655310621241,9.45503262094184e-05,3383.3,2026-09-10T03:35:41
4,1.4487904695582476,0.6698717948717948,0.04119894912825412,0.3867735470941882,9.045084971874738e-05,3372.09,2026-09-10T04:34:54
5,0.815309790737463,0.7934981684981685,0.04370671124910437,0.3867735470941882,8.535533905932738e-05,3386.53,2026-09-10T05:34:29
6,0.47631449126826103,0.8772893772893773,0.035705755911153575,0.3707414829659317,7.938926261462366e-05,3377.18,2026-09-10T06:33:54
7,0.2998002511022728,0.9203296703296703,0.036243133508478624,0.3827655310621241,7.269952498697734e-05,3382.87,2026-09-10T07:33:24
8,0.17579298576633462,0.9537545787545788,0.03325770241222833,0.3747494989979958,6.545084971874738e-05,3390.98,2026-09-10T08:33:07
9,0.11480415272850529,0.972985347985348,0.03684021972772869,0.36673346693386755,5.782172325201156e-05,3386.54,2026-09-10T09:32:31
10,0.07362804589741914,0.9842032967032966,0.030690231669453068,0.36673346693386755,5.000000000000001e-05,3398.33,2026-09-10T10:32:12
11,0.05087521985759993,0.989010989010989,0.03051110580367805,0.3587174348697393,4.217827674798848e-05,3376.21,2026-09-10T11:31:34
12,0.04034620570957033,0.9917582417582418,0.03182469548602818,0.3707414829659317,3.454915028125264e-05,3383.89,2026-09-10T12:30:55
13,0.02966459698193867,0.9954212454212454,0.03385478863147839,0.3587174348697393,2.730047501302267e-05,3378.04,2026-09-10T13:30:13
14,0.02343596334653589,0.9954212454212454,0.03170527824217817,0.35470941883767515,2.0610737385376356e-05,3376.99,2026-09-10T14:29:29
15,0.019474535134250823,0.9965659340659341,0.031227609266778124,0.35470941883767515,1.464466094067263e-05,3374.44,2026-09-10T15:28:42
16,0.01840444705163337,0.9958791208791209,0.030929066157153094,0.3587174348697393,9.549150281252635e-06,3375.68,2026-09-10T16:27:55
