epoch,train_loss,train_acc,eval_eer,eval_eer_threshold,lr,epoch_seconds,timestamp
1,10.902927190950601,0.008044554455445545,0.26355,0.6352705410821642,9.890738003669029e-05,1292.11,2026-09-07T02:34:24
2,5.344698674607985,0.25185643564356436,0.19365,0.3466933867735469,9.567727288213005e-05,1264.58,2026-09-07T03:04:32
3,2.3533969002194923,0.5618811881188119,0.15515,0.29058116232464926,9.045084971874738e-05,1298.11,2026-09-07T03:35:07
4,1.1475415980756873,0.7271039603960396,0.13495000000000001,0.26653306613226446,8.345653031794292e-05,1266.39,2026-09-07T04:05:08
5,0.5824255583217681,0.8607673267326733,0.135,0.2865731462925851,7.500000000000001e-05,1266.84,2026-09-07T04:35:17
6,0.32100656056905735,0.9170792079207921,0.14555,0.26252505010020033,6.545084971874738e-05,1261.87,2026-09-07T05:05:13
7,0.17783732788342207,0.9498762376237624,0.12325,0.26252505010020033,5.522642316338269e-05,1296.06,2026-09-07T05:36:05
8,0.12571318135689022,0.9702970297029703,0.1271,0.24248496993987967,4.4773576836617344e-05,1260.7,2026-09-07T06:06:02
9,0.09103907623540351,0.9715346534653465,0.13715,0.23046092184368727,3.454915028125264e-05,1265.46,2026-09-07T06:36:09
10,0.05402867852405894,0.9870049504950495,0.13485,0.2344689378757514,2.5000000000000018e-05,1259.07,2026-09-07T07:06:16
