epoch,train_loss,train_acc,eval_eer,eval_eer_threshold,lr,epoch_seconds,timestamp
1,11.432819685846004,0.007959905660377358,,,9.890738003669029e-05,2650.17,2026-09-07T15:59:19
2,5.756160234505275,0.19339622641509435,,,9.567727288213005e-05,2656.3,2026-09-07T16:43:35
3,2.809086355398286,0.47435141509433965,,,9.045084971874738e-05,2651.69,2026-09-07T17:27:47
4,1.4319675505020708,0.671875,,,8.345653031794292e-05,2654.88,2026-09-07T18:12:02
5,0.7409555464280102,0.8145636792452831,,,7.500000000000001e-05,2639.86,2026-09-07T18:56:02
6,0.4439680399724616,0.8853183962264151,,,6.545084971874738e-05,2657.76,2026-09-07T19:40:19
7,0.28711131783553734,0.9189268867924528,,,5.522642316338269e-05,2641.28,2026-09-07T20:24:21
8,0.1800180879237025,0.9525353773584906,,,4.4773576836617344e-05,2654.22,2026-09-07T21:08:35
9,0.11155465462042968,0.9719929245283019,,,3.454915028125264e-05,2646.23,2026-09-07T21:52:41
10,0.07072804936313264,0.9846698113207547,,,2.5000000000000018e-05,2661.41,2026-09-07T22:37:03
11,0.05052831938999863,0.9879127358490566,,,1.654346968205711e-05,2678.57,2026-09-07T23:21:41
12,0.040025256072799234,0.9911556603773585,,,9.549150281252635e-06,2611.78,2026-09-08T00:05:13
13,0.032329705217084406,0.9932193396226415,,,4.322727117869952e-06,2631.02,2026-09-08T00:49:04
14,0.030358868123104638,0.995872641509434,,,1.092619963309716e-06,2612.2,2026-09-08T01:32:37
15,0.029447065739901208,0.9929245283018868,,,0.0,2606.22,2026-09-08T02:16:03
