epoch,train_loss,train_acc,eval_eer,eval_eer_threshold,lr,epoch_seconds,timestamp
1,10.982083312026015,0.009009009009009009,0.19724999999999998,0.6152304609218435,9.890738003669029e-05,1375.57,2026-09-07T07:46:36
2,5.420917524947776,0.2179054054054054,0.1298,0.41482965931863713,9.567727288213005e-05,1384.64,2026-09-07T08:17:58
3,2.2729388539855546,0.5585585585585585,0.10745,0.3707414829659317,9.045084971874738e-05,1385.95,2026-09-07T08:49:17
4,1.08835265765319,0.7640765765765766,0.10135,0.3346693386773545,8.345653031794292e-05,1387.69,2026-09-07T09:20:35
5,0.5915635233526831,0.838963963963964,0.09809999999999999,0.32665330661322645,7.500000000000001e-05,1383.82,2026-09-07T09:51:52
6,0.27724978044159243,0.928490990990991,0.09955,0.3226452905811623,6.545084971874738e-05,1388.23,2026-09-07T10:23:14
7,0.19993267723501804,0.9431306306306306,0.11105,0.2985971943887775,5.522642316338269e-05,1382.09,2026-09-07T10:54:28
8,0.11997616856551922,0.9684684684684685,0.09705,0.3226452905811623,4.4773576836617344e-05,1389.51,2026-09-07T11:25:49
9,0.05777245157540919,0.9859234234234234,0.09720000000000001,0.3066132264529058,3.454915028125264e-05,1387.52,2026-09-07T11:57:09
10,0.04519291923838659,0.9893018018018018,0.09584999999999999,0.2985971943887775,2.5000000000000018e-05,1388.53,2026-09-07T12:28:38
11,0.039616266610562334,0.990990990990991,0.0886,0.2985971943887775,1.654346968205711e-05,1387.76,2026-09-07T12:59:59
12,0.021873889725890244,0.9960585585585585,0.0874,0.2985971943887775,9.549150281252635e-06,1400.26,2026-09-07T13:31:48
13,0.03085529576433269,0.9915540540540541,0.08435,0.3066132264529058,4.322727117869952e-06,1385.5,2026-09-07T14:03:06
14,0.02091825325073473,0.9971846846846847,0.08710000000000001,0.2985971943887775,1.092619963309716e-06,1395.78,2026-09-07T14:34:32
15,0.015342938632448413,0.9966216216216216,0.0837,0.2985971943887775,0.0,1386.77,2026-09-07T15:05:54
