epoch,train_loss,train_acc,eval_eer,eval_eer_threshold,lr,epoch_seconds,timestamp
1,13.038695590440618,0.002543604651162791,0.2315,0.6553106212424848,9.938441702975689e-05,772.14,2026-09-01T18:58:30
2,8.515348240386608,0.07412790697674419,0.17785,0.539078156312625,9.755282581475769e-05,714.81,2026-09-01T19:14:22
3,4.198788382286249,0.3430232558139535,0.11945,0.3827655310621241,9.45503262094184e-05,756.41,2026-09-01T19:30:38
4,1.856703161500221,0.6177325581395349,0.1074,0.39078156312625234,9.045084971874738e-05,681.49,2026-09-01T19:45:49
5,0.8145352123781692,0.8048691860465116,0.09935,0.3587174348697393,8.535533905932738e-05,700.26,2026-09-01T20:01:16
6,0.37223021192259564,0.9058866279069767,0.11195,0.3226452905811623,7.938926261462366e-05,741.27,2026-09-01T20:17:18
7,0.20133997519435579,0.954578488372093,0.1269,0.3627254509018034,7.269952498697734e-05,694.94,2026-09-01T20:32:34
8,0.11638296416115969,0.9760174418604651,0.0955,0.282565130260521,6.545084971874738e-05,697.91,2026-09-01T20:47:56
9,0.06330791847282198,0.9861918604651163,0.12455000000000001,0.3867735470941882,5.782172325201156e-05,696.12,2026-09-01T21:03:18
10,0.03994230962315098,0.9912790697674418,0.07775,0.27855711422845686,5.000000000000001e-05,691.01,2026-09-01T21:18:33
11,0.0284443567182089,0.9938226744186046,0.08315,0.2745490981963927,4.217827674798848e-05,780.98,2026-09-01T21:35:42
12,0.02099366242683298,0.9974563953488372,0.09054999999999999,0.27855711422845686,3.454915028125264e-05,701.79,2026-09-01T21:51:06
13,0.013271152687551411,0.9981831395348837,0.0834,0.2705410821643286,2.730047501302267e-05,692.97,2026-09-01T22:06:22
14,0.010285981282386062,0.9989098837209303,0.07915,0.2705410821643286,2.0610737385376356e-05,698.96,2026-09-01T22:21:39
15,0.01043955271462585,0.9992732558139535,0.0828,0.2705410821643286,1.464466094067263e-05,714.18,2026-09-01T22:37:13
16,0.007593456733576563,0.9996366279069767,0.08449999999999999,0.2705410821643286,9.549150281252635e-06,699.49,2026-09-01T22:52:32
17,0.010807572827447032,0.9981831395348837,0.08360000000000001,0.26653306613226446,5.4496737905816115e-06,707.95,2026-09-01T23:08:00
18,0.00691308454152868,0.9992732558139535,0.08215,0.26653306613226446,2.4471741852423237e-06,704.51,2026-09-01T23:23:24
19,0.007680073104322303,0.9989098837209303,0.0812,0.26653306613226446,6.155829702431171e-07,718.74,2026-09-01T23:39:03
20,0.006713869520544269,0.9992732558139535,0.08055000000000001,0.26653306613226446,0.0,697.6,2026-09-01T23:54:23
